date,crop,price,state
2023-03-01,Cotton,7392.47,India
2023-02-01,Cotton,7699.52,India
2023-01-01,Cotton,7902.96,India
2022-12-01,Cotton,8046.11,India
2022-11-01,Cotton,8344.06,India
2022-10-01,Cotton,7962.29,India
2022-09-01,Cotton,8394.02,India
2022-08-01,Cotton,8826.57,India
2022-07-01,Cotton,8199.31,India
2022-06-01,Cotton,9318.3,India
2022-05-01,Cotton,10056.78,India
2022-04-01,Cotton,9815.44,India
2022-03-01,Cotton,9013.42,India
2022-02-01,Cotton,8991.09,India
2022-01-01,Cotton,8709.97,India
2021-12-01,Cotton,7924.82,India
2021-11-01,Cotton,7720.58,India
2021-10-01,Cotton,7080.81,India
2021-09-01,Cotton,6199.17,India
2021-08-01,Cotton,6762.97,India
2021-07-01,Cotton,6181.63,India
2021-06-01,Cotton,5912.21,India
2021-05-01,Cotton,5326.31,India
2021-04-01,Cotton,5565.35,India
2021-03-01,Cotton,5735.57,India
2021-02-01,Cotton,5630.92,India
2021-01-01,Cotton,5417.16,India
2020-12-01,Cotton,5284.49,India
2020-11-01,Cotton,5097.34,India
2020-10-01,Cotton,4750.48,India
2020-09-01,Cotton,4428.0,India
2020-08-01,Cotton,4283.25,India
2020-07-01,Cotton,4325.92,India
2020-06-01,Cotton,4426.84,India
2020-05-01,Cotton,4391.52,India
2020-04-01,Cotton,4165.8,India
2020-03-01,Cotton,4727.94,India
2020-02-01,Cotton,4924.35,India
2020-01-01,Cotton,5096.51,India
2019-12-01,Cotton,5042.01,India
2019-11-01,Cotton,4868.02,India
2019-10-01,Cotton,4939.53,India
2019-09-01,Cotton,5102.94,India
2019-08-01,Cotton,5254.12,India
2019-07-01,Cotton,5371.34,India
2019-06-01,Cotton,5457.02,India
2019-05-01,Cotton,5622.87,India
2019-04-01,Cotton,5756.67,India
2019-03-01,Cotton,5381.66,India
2019-02-01,Cotton,5235.52,India
2019-01-01,Cotton,5330.98,India
2018-12-01,Cotton,5374.74,India
2018-11-01,Cotton,5498.25,India
2018-10-01,Cotton,5343.13,India
2018-09-01,Cotton,5023.25,India
2018-08-01,Cotton,4888.59,India
2018-07-01,Cotton,4747.39,India
2018-06-01,Cotton,4738.92,India
2018-05-01,Cotton,4479.4,India
2018-04-01,Cotton,4448.41,India
2018-03-01,Cotton,4542.27,India
2018-02-01,Cotton,4723.76,India
2018-01-01,Cotton,4931.95,India
2017-12-01,Cotton,4750.75,India
2017-11-01,Cotton,4448.5,India
2017-10-01,Cotton,4413.19,India
2017-09-01,Cotton,4364.65,India
2017-08-01,Cotton,4605.47,India
2017-07-01,Cotton,4672.31,India
2017-06-01,Cotton,4683.6,India
2017-05-01,Cotton,4822.04,India
2017-04-01,Cotton,5086.18,India
2017-03-01,Cotton,5257.43,India
2017-02-01,Cotton,5314.33,India
2017-01-01,Cotton,5161.37,India
2016-12-01,Cotton,4797.42,India
2016-11-01,Cotton,4713.4,India
2016-10-01,Cotton,4654.78,India
2016-09-01,Cotton,4759.27,India
2016-08-01,Cotton,4741.9,India
2016-07-01,Cotton,4757.12,India
2016-06-01,Cotton,4535.75,India
2016-05-01,Cotton,4403.85,India
2016-04-01,Cotton,4349.16,India
2016-03-01,Cotton,4278.23,India
2016-02-01,Cotton,4357.39,India
2016-01-01,Cotton,4438.02,India
2015-12-01,Cotton,4273.45,India
2015-11-01,Cotton,4107.74,India
2015-10-01,Cotton,4153.74,India
2015-09-01,Cotton,4077.37,India
2015-08-01,Cotton,4008.29,India
2015-07-01,Cotton,4005.56,India
2015-06-01,Cotton,4018.68,India
2015-05-01,Cotton,4089.58,India
2015-04-01,Cotton,4106.35,India
2015-03-01,Cotton,3942.77,India
2015-02-01,Cotton,3925.89,India
2015-01-01,Cotton,4003.43,India
2014-12-01,Cotton,4014.31,India
2014-11-01,Cotton,3998.09,India
2014-10-01,Cotton,4035.74,India
2014-09-01,Cotton,4205.03,India
2014-08-01,Cotton,4373.81,India
2014-07-01,Cotton,4461.3,India
2014-06-01,Cotton,4382.65,India
2014-05-01,Cotton,4522.01,India
2014-04-01,Cotton,4581.06,India
2014-03-01,Cotton,4771.31,India
2014-02-01,Cotton,4927.44,India
2014-01-01,Cotton,4913.93,India
2013-12-01,Cotton,4554.79,India
2013-11-01,Cotton,4608.89,India
2013-10-01,Cotton,4635.46,India
2013-09-01,Cotton,4587.67,India
2013-08-01,Cotton,4374.55,India
2013-07-01,Cotton,4381.19,India
2013-06-01,Cotton,4268.85,India
2013-05-01,Cotton,4211.79,India
2013-04-01,Cotton,4414.25,India
2013-03-01,Cotton,4475.12,India
2013-02-01,Cotton,4144.82,India
2013-01-01,Cotton,4039.66,India
2012-12-01,Cotton,4054.95,India
2012-11-01,Cotton,4117.67,India
2012-10-01,Cotton,4040.61,India
2012-09-01,Cotton,3803.1,India
2012-08-01,Cotton,4188.39,India
2012-07-01,Cotton,4123.47,India
2012-06-01,Cotton,3637.65,India
2012-05-01,Cotton,3702.21,India
2012-04-01,Cotton,3715.29,India
2012-03-01,Cotton,3785.94,India
2012-02-01,Cotton,4036.41,India
2012-01-01,Cotton,4162.38,India
2011-12-01,Cotton,3950.49,India
2011-11-01,Cotton,4144.55,India
2011-10-01,Cotton,4167.09,India
2011-09-01,Cotton,3774.44,India
2011-08-01,Cotton,3481.92,India
2011-07-01,Cotton,3325.36,India
2011-06-01,Cotton,3356.15,India
2011-05-01,Cotton,3611.17,India
2011-04-01,Cotton,5299.94,India
2011-03-01,Cotton,5885.83,India
2011-02-01,Cotton,5824.53,India
2011-01-01,Cotton,4716.44,India
2010-12-01,Cotton,4152.68,India
2010-11-01,Cotton,4117.42,India
2010-10-01,Cotton,3924.07,India
2010-09-01,Cotton,3433.4,India
2010-08-01,Cotton,3117.49,India
2010-07-01,Cotton,3090.6,India
2010-06-01,Cotton,3033.98,India
2010-05-01,Cotton,2928.14,India
2010-04-01,Cotton,3118.54,India
2010-03-01,Cotton,3130.93,India
2010-02-01,Cotton,3097.7,India
2010-01-01,Cotton,3172.9,India
2025-03-01,Coffee,29354.55,India
2025-02-01,Coffee,30019.84,India
2025-01-01,Coffee,25671.79,India
2024-12-01,Coffee,24771.67,India
2024-11-01,Coffee,23971.43,India
2024-10-01,Coffee,24649.43,India
2024-09-01,Coffee,24811.76,India
2024-08-01,Coffee,21945.83,India
2024-07-01,Coffee,21175.68,India
2024-06-01,Coffee,20371.64,India
2024-05-01,Coffee,19579.49,India
2024-04-01,Coffee,18503.17,India
2024-03-01,Coffee,15957.02,India
2024-02-01,Coffee,15818.03,India
2024-01-01,Coffee,17968.75,India
2023-12-01,Coffee,17024.29,India
2023-11-01,Coffee,17046.75,India
2023-10-01,Coffee,16923.88,India
2023-09-01,Coffee,17067.16,India
2023-08-01,Coffee,18754.24,India
2023-07-01,Coffee,18404.55,India
2023-06-01,Coffee,19244.74,India
2023-05-01,Coffee,17445.45,India
2023-04-01,Coffee,16780.43,India
2023-03-01,Coffee,14704.84,India
2023-02-01,Coffee,14114.58,India
2023-01-01,Coffee,12481.67,India
2022-12-01,Coffee,12572.73,India
2022-11-01,Coffee,11997.73,India
2022-10-01,Coffee,12727.46,India
2022-09-01,Coffee,13434.68,India
2022-08-01,Coffee,12729.85,India
2022-07-01,Coffee,12443.86,India
2022-06-01,Coffee,13489.42,India
2022-05-01,Coffee,12244.2,India
2022-04-01,Coffee,11243.15,India
2022-03-01,Coffee,8773.57,India
2022-02-01,Coffee,10560.64,India
2022-01-01,Coffee,10088.82,India
2021-12-01,Coffee,9975.0,India
2021-11-01,Coffee,9661.04,India
2021-10-01,Coffee,9530.26,India
2021-09-01,Coffee,9591.78,India
2021-08-01,Coffee,10590.91,India
2021-07-01,Coffee,10069.39,India
2021-06-01,Coffee,10055.81,India
2021-05-01,Coffee,10397.14,India
2021-04-01,Coffee,8402.63,India
2021-03-01,Coffee,8674.68,India
2021-02-01,Coffee,9339.24,India
2021-01-01,Coffee,9597.79,India
2020-12-01,Coffee,9730.28,India
2020-11-01,Coffee,9840.48,India
2020-10-01,Coffee,9507.32,India
2020-09-01,Coffee,10231.35,India
2020-08-01,Coffee,10425.76,India
2020-07-01,Coffee,11547.95,India
2020-06-01,Coffee,11000.0,India
2020-05-01,Coffee,10876.12,India
2020-04-01,Coffee,10883.61,India
2020-03-01,Coffee,9953.93,India
2020-02-01,Coffee,9738.14,India
2020-01-01,Coffee,9689.91,India
2019-12-01,Coffee,9908.82,India
2019-11-01,Coffee,10072.5,India
2019-10-01,Coffee,10360.0,India
2019-09-01,Coffee,11295.5,India
2019-08-01,Coffee,11614.56,India
2019-07-01,Coffee,11477.27,India
2019-06-01,Coffee,10346.79,India
2019-05-01,Coffee,10212.5,India
2019-04-01,Coffee,9837.93,India
2019-03-01,Coffee,9633.88,India
2019-02-01,Coffee,8925.0,India
2019-01-01,Coffee,9688.12,India
2018-12-01,Coffee,9766.16,India
2018-11-01,Coffee,12645.65,India
2018-10-01,Coffee,10767.53,India
2018-09-01,Coffee,9804.62,India
2018-08-01,Coffee,11073.5,India
2018-07-01,Coffee,8832.28,India
2018-06-01,Coffee,8284.16,India
2018-05-01,Coffee,7455.76,India
2018-04-01,Coffee,7342.5,India
2018-03-01,Coffee,9080.73,India
2018-02-01,Coffee,9008.16,India
2018-01-01,Coffee,8880.0,India
2017-12-01,Coffee,8950.95,India
2017-11-01,Coffee,8898.18,India
2017-10-01,Coffee,9089.91,India
2017-09-01,Coffee,9890.36,India
2017-08-01,Coffee,9160.31,India
2017-07-01,Coffee,8332.65,India
2017-06-01,Coffee,8591.35,India
2017-05-01,Coffee,8588.35,India
2017-04-01,Coffee,8684.34,India
2017-03-01,Coffee,8829.37,India
2017-02-01,Coffee,8955.56,India
2017-01-01,Coffee,8453.85,India
2016-12-01,Coffee,8608.94,India
2016-11-01,Coffee,8767.83,India
2016-10-01,Coffee,9652.08,India
2016-09-01,Coffee,9200.91,India
2016-08-01,Coffee,8719.38,India
2016-07-01,Coffee,7638.77,India
2016-06-01,Coffee,7474.63,India
2016-05-01,Coffee,6745.08,India
2016-04-01,Coffee,6418.42,India
2016-03-01,Coffee,6058.56,India
2016-02-01,Coffee,6571.85,India
2016-01-01,Coffee,6512.5,India
2015-12-01,Coffee,6787.5,India
2015-11-01,Coffee,9072.97,India
2015-10-01,Coffee,9365.57,India
2015-09-01,Coffee,8995.65,India
2015-08-01,Coffee,9305.36,India
2015-07-01,Coffee,10157.48,India
2015-06-01,Coffee,9427.23,India
2015-05-01,Coffee,9813.81,India
2015-04-01,Coffee,10625.34,India
2015-03-01,Coffee,9986.54,India
2015-02-01,Coffee,10426.44,India
2015-01-01,Coffee,10652.43,India
2014-12-01,Coffee,10283.8,India
2014-11-01,Coffee,10938.83,India
2014-10-01,Coffee,11088.61,India
2014-09-01,Coffee,9914.93,India
2014-08-01,Coffee,10367.5,India
2014-07-01,Coffee,11154.6,India
2014-06-01,Coffee,13119.57,India
2014-05-01,Coffee,13637.78,India
2014-04-01,Coffee,13453.19,India
2014-03-01,Coffee,12685.03,India
2014-02-01,Coffee,11526.91,India
2014-01-01,Coffee,10879.5,India
2013-12-01,Coffee,11149.68,India
2013-11-01,Coffee,12427.82,India
2013-10-01,Coffee,12925.45,India
2013-09-01,Coffee,12804.0,India
2013-08-01,Coffee,12592.56,India
2013-07-01,Coffee,12559.67,India
2013-06-01,Coffee,13605.62,India
2013-05-01,Coffee,13309.76,India
2013-04-01,Coffee,12885.91,India
2013-03-01,Coffee,12587.31,India
2013-02-01,Coffee,12475.26,India
2013-01-01,Coffee,12764.73,India
2012-12-01,Coffee,13094.1,India
2012-11-01,Coffee,18234.46,India
2012-10-01,Coffee,19178.79,India
2012-09-01,Coffee,15289.31,India
2012-08-01,Coffee,12202.08,India
2012-07-01,Coffee,13008.94,India
2012-06-01,Coffee,12875.7,India
2012-05-01,Coffee,12680.16,India
2012-04-01,Coffee,11607.69,India
2012-03-01,Coffee,11360.42,India
2012-02-01,Coffee,11056.32,India
2012-01-01,Coffee,11181.4,India
2011-12-01,Coffee,12054.63,India
2011-11-01,Coffee,15716.67,India
2011-10-01,Coffee,15213.43,India
2011-09-01,Coffee,13472.92,India
2011-08-01,Coffee,17782.35,India
2011-07-01,Coffee,17285.96,India
2011-06-01,Coffee,17484.31,India
2011-05-01,Coffee,16131.67,India
2011-04-01,Coffee,15363.95,India
2011-03-01,Coffee,13470.59,India
2011-02-01,Coffee,13323.68,India
2011-01-01,Coffee,15279.51,India
2010-12-01,Coffee,16698.33,India
2010-11-01,Coffee,15985.14,India
2010-10-01,Coffee,15012.07,India
2010-09-01,Coffee,10381.52,India
2010-08-01,Coffee,11409.57,India
2010-07-01,Coffee,9836.51,India
2010-06-01,Coffee,7720.27,India
2010-05-01,Coffee,7188.64,India
2010-04-01,Coffee,6192.59,India
2010-03-01,Coffee,5723.04,India
2010-02-01,Coffee,6629.17,India
2010-01-01,Coffee,8079.17,India
2022-10-01,Tea,27000.0,India
2018-11-01,Tea,15000.0,India
2018-09-01,Tea,30250.0,India
2018-08-01,Tea,29391.3,India
2018-07-01,Tea,29916.67,India
2018-06-01,Tea,29282.61,India
2018-05-01,Tea,29708.33,India
2018-03-01,Tea,29500.0,India
2018-02-01,Tea,29500.0,India
2018-01-01,Tea,27555.56,India
2017-12-01,Tea,29500.0,India
2017-11-01,Tea,29507.89,India
2017-10-01,Tea,30000.0,India
2017-09-01,Tea,29615.38,India
2017-08-01,Tea,28033.33,India
2017-07-01,Tea,29362.07,India
2017-06-01,Tea,29576.92,India
2017-05-01,Tea,29500.0,India
2017-04-01,Tea,29326.09,India
2017-03-01,Tea,29525.0,India
2017-02-01,Tea,28560.61,India
2017-01-01,Tea,28514.29,India
2016-12-01,Tea,29174.0,India
2016-11-01,Tea,29502.38,India
2016-10-01,Tea,29495.24,India
2016-09-01,Tea,29321.43,India
2016-08-01,Tea,28241.18,India
2016-07-01,Tea,29017.86,India
2016-06-01,Tea,27556.41,India
2016-05-01,Tea,28839.71,India
2016-04-01,Tea,28500.0,India
2016-03-01,Tea,28336.67,India
2016-02-01,Tea,27755.81,India
2016-01-01,Tea,27890.7,India
2015-12-01,Tea,28478.38,India
2015-11-01,Tea,27046.15,India
2015-10-01,Tea,24158.82,India
2015-09-01,Tea,23806.32,India
2015-08-01,Tea,23807.62,India
2015-07-01,Tea,23362.06,India
2015-06-01,Tea,22591.0,India
2015-05-01,Tea,24621.03,India
2015-04-01,Tea,23728.94,India
2015-03-01,Tea,22713.53,India
2015-02-01,Tea,22634.72,India
2015-01-01,Tea,23181.34,India
2014-12-01,Tea,22875.67,India
2014-11-01,Tea,22105.93,India
2014-10-01,Tea,21381.89,India
2014-09-01,Tea,24533.96,India
2014-08-01,Tea,25984.78,India
2014-07-01,Tea,20001.37,India
2014-06-01,Tea,16672.84,India
2014-05-01,Tea,17697.25,India
2014-04-01,Tea,18125.35,India
2014-03-01,Tea,19509.28,India
2014-02-01,Tea,17740.51,India
2014-01-01,Tea,18397.27,India
2013-12-01,Tea,20860.47,India
2013-11-01,Tea,20216.87,India
2013-10-01,Tea,18046.61,India
2013-09-01,Tea,17354.48,India
2013-08-01,Tea,17251.82,India
2013-07-01,Tea,17268.46,India
2013-06-01,Tea,17375.89,India
2013-05-01,Tea,16558.39,India
2013-04-01,Tea,15371.9,India
2013-03-01,Tea,15172.04,India
2013-02-01,Tea,17281.01,India
2013-01-01,Tea,15721.08,India
2012-12-01,Tea,15476.95,India
2012-11-01,Tea,15654.47,India
2012-10-01,Tea,14821.55,India
2012-09-01,Tea,16937.26,India
2012-08-01,Tea,13700.19,India
2012-07-01,Tea,18359.55,India
2012-06-01,Tea,15940.4,India
2012-05-01,Tea,15414.55,India
2012-04-01,Tea,14947.25,India
2012-03-01,Tea,13591.34,India
2012-02-01,Tea,13245.16,India
2012-01-01,Tea,16043.84,India
2011-12-01,Tea,15293.51,India
2011-11-01,Tea,14373.08,India
2011-10-01,Tea,14439.02,India
2011-09-01,Tea,16933.9,India
2011-08-01,Tea,15986.54,India
2011-07-01,Tea,15739.87,India
2011-06-01,Tea,16472.97,India
2011-05-01,Tea,17101.22,India
2011-04-01,Tea,17080.65,India
2011-03-01,Tea,16446.15,India
2011-02-01,Tea,16641.79,India
2011-01-01,Tea,16360.9,India
2010-12-01,Tea,16275.86,India
2010-11-01,Tea,16257.58,India
2010-10-01,Tea,16938.46,India
2010-09-01,Tea,16350.88,India
2010-08-01,Tea,16798.61,India
2010-07-01,Tea,16932.69,India
2010-06-01,Tea,16904.0,India
2010-05-01,Tea,17046.03,India
2010-04-01,Tea,17628.26,India
2010-03-01,Tea,17678.79,India
2010-02-01,Tea,17752.73,India
2010-01-01,Tea,16733.33,India
2025-02-01,Sugarcane,325.0,India
2025-01-01,Sugarcane,340.0,India
2024-12-01,Sugarcane,322.5,India
2024-11-01,Sugarcane,450.0,India
2024-10-01,Sugarcane,550.0,India
2024-09-01,Sugarcane,425.0,India
2024-08-01,Sugarcane,550.0,India
2024-07-01,Sugarcane,415.0,India
2024-06-01,Sugarcane,342.86,India
2024-05-01,Sugarcane,300.0,India
2024-04-01,Sugarcane,665.92,India
2024-03-01,Sugarcane,320.62,India
2024-02-01,Sugarcane,310.58,India
2024-01-01,Sugarcane,279.43,India
2023-12-01,Sugarcane,295.5,India
2023-11-01,Sugarcane,300.0,India
2023-10-01,Sugarcane,300.0,India
2023-09-01,Sugarcane,300.0,India
2023-07-01,Sugarcane,310.0,India
2023-06-01,Sugarcane,300.0,India
2023-05-01,Sugarcane,294.12,India
2023-04-01,Sugarcane,298.16,India
2023-03-01,Sugarcane,289.67,India
2023-02-01,Sugarcane,291.67,India
2023-01-01,Sugarcane,290.92,India
2022-12-01,Sugarcane,331.33,India
2022-11-01,Sugarcane,275.0,India
2022-10-01,Sugarcane,300.0,India
2022-09-01,Sugarcane,300.0,India
2022-08-01,Sugarcane,4223.0,India
2022-07-01,Sugarcane,3442.3,India
2022-06-01,Sugarcane,300.0,India
2022-05-01,Sugarcane,298.33,India
2022-04-01,Sugarcane,296.15,India
2022-03-01,Sugarcane,294.56,India
2022-02-01,Sugarcane,295.78,India
2022-01-01,Sugarcane,318.03,India
2021-12-01,Sugarcane,296.76,India
2021-11-01,Sugarcane,267.47,India
2021-10-01,Sugarcane,300.0,India
2021-09-01,Sugarcane,2675.0,India
2021-05-01,Sugarcane,275.0,India
2021-04-01,Sugarcane,2000.0,India
2021-03-01,Sugarcane,279.5,India
2021-02-01,Sugarcane,294.5,India
2021-01-01,Sugarcane,287.0,India
2020-12-01,Sugarcane,283.93,India
2020-11-01,Sugarcane,900.0,India
2020-09-01,Sugarcane,3500.0,India
2020-07-01,Sugarcane,4000.0,India
2020-05-01,Sugarcane,267.75,India
2020-04-01,Sugarcane,949.2,India
2020-03-01,Sugarcane,268.33,India
2020-02-01,Sugarcane,271.25,India
2020-01-01,Sugarcane,265.11,India
2019-10-01,Sugarcane,25.0,India
2019-08-01,Sugarcane,300.0,India
2019-06-01,Sugarcane,265.79,India
2019-05-01,Sugarcane,265.33,India
2019-04-01,Sugarcane,263.0,India
2019-03-01,Sugarcane,259.9,India
2019-02-01,Sugarcane,272.2,India
2019-01-01,Sugarcane,2330.25,India
2018-12-01,Sugarcane,261.0,India
2018-11-01,Sugarcane,15.0,India
2018-10-01,Sugarcane,15.0,India
2018-08-01,Sugarcane,230.0,India
2018-07-01,Sugarcane,230.0,India
2018-06-01,Sugarcane,230.0,India
2018-04-01,Sugarcane,260.0,India
2018-03-01,Sugarcane,250.56,India
2018-02-01,Sugarcane,256.0,India
2018-01-01,Sugarcane,250.0,India
2017-11-01,Sugarcane,2650.0,India
2017-08-01,Sugarcane,230.0,India
2017-07-01,Sugarcane,230.0,India
2017-06-01,Sugarcane,236.67,India
2017-05-01,Sugarcane,240.0,India
2017-04-01,Sugarcane,410.0,India
2017-03-01,Sugarcane,415.33,India
2017-02-01,Sugarcane,230.0,India
2017-01-01,Sugarcane,228.33,India
2016-12-01,Sugarcane,2964.29,India
2016-11-01,Sugarcane,3015.79,India
2016-10-01,Sugarcane,4000.0,India
2016-08-01,Sugarcane,396.67,India
2016-07-01,Sugarcane,361.18,India
2016-06-01,Sugarcane,410.37,India
2016-05-01,Sugarcane,396.88,India
2016-04-01,Sugarcane,476.75,India
2016-03-01,Sugarcane,337.93,India
2016-02-01,Sugarcane,309.07,India
2016-01-01,Sugarcane,369.92,India
2015-12-01,Sugarcane,941.44,India
2015-11-01,Sugarcane,378.57,India
2015-08-01,Sugarcane,235.0,India
2015-07-01,Sugarcane,422.5,India
2015-06-01,Sugarcane,488.33,India
2015-05-01,Sugarcane,671.43,India
2015-04-01,Sugarcane,251.11,India
2015-03-01,Sugarcane,250.76,India
2015-02-01,Sugarcane,234.38,India
2015-01-01,Sugarcane,780.0,India
2014-12-01,Sugarcane,230.0,India
2014-11-01,Sugarcane,336.0,India
2014-10-01,Sugarcane,425.0,India
2014-07-01,Sugarcane,3500.0,India
2014-06-01,Sugarcane,1886.67,India
2014-05-01,Sugarcane,865.71,India
2014-04-01,Sugarcane,1590.0,India
2014-03-01,Sugarcane,216.67,India
2014-02-01,Sugarcane,268.33,India
2014-01-01,Sugarcane,3331.25,India
2013-12-01,Sugarcane,3670.0,India
2013-11-01,Sugarcane,345.0,India
2013-10-01,Sugarcane,666.67,India
2013-09-01,Sugarcane,7.0,India
2013-08-01,Sugarcane,2000.0,India
2013-07-01,Sugarcane,900.0,India
2013-06-01,Sugarcane,980.0,India
2013-05-01,Sugarcane,840.0,India
2013-04-01,Sugarcane,682.41,India
2013-03-01,Sugarcane,425.0,India
2013-02-01,Sugarcane,325.56,India
2013-01-01,Sugarcane,688.75,India
2012-12-01,Sugarcane,1357.14,India
2012-11-01,Sugarcane,836.67,India
2012-08-01,Sugarcane,300.0,India
2012-06-01,Sugarcane,1100.0,India
2012-05-01,Sugarcane,430.0,India
2012-04-01,Sugarcane,576.25,India
2012-03-01,Sugarcane,548.24,India
2012-02-01,Sugarcane,748.26,India
2012-01-01,Sugarcane,1029.98,India
2011-12-01,Sugarcane,905.25,India
2011-11-01,Sugarcane,620.77,India
2011-10-01,Sugarcane,303.33,India
2011-08-01,Sugarcane,200.0,India
2011-07-01,Sugarcane,2950.0,India
2011-06-01,Sugarcane,1978.33,India
2011-05-01,Sugarcane,263.33,India
2011-04-01,Sugarcane,3044.0,India
2011-03-01,Sugarcane,659.16,India
2011-02-01,Sugarcane,271.38,India
2011-01-01,Sugarcane,336.67,India
2010-12-01,Sugarcane,3778.57,India
2010-11-01,Sugarcane,33000.0,India
2010-10-01,Sugarcane,1433.33,India
2010-07-01,Sugarcane,1412.5,India
2010-06-01,Sugarcane,1402.0,India
2010-05-01,Sugarcane,322.5,India
2010-04-01,Sugarcane,586.25,India
2010-03-01,Sugarcane,451.0,India
2010-02-01,Sugarcane,180.0,India
2025-03-01,Sunflower,4989.96,India
2025-02-01,Sunflower,5437.82,India
2025-01-01,Sunflower,5357.33,India
2024-12-01,Sunflower,5366.16,India
2024-11-01,Sunflower,5625.27,India
2024-10-01,Sunflower,5353.02,India
2024-09-01,Sunflower,5119.05,India
2024-08-01,Sunflower,4321.33,India
2024-07-01,Sunflower,4267.56,India
2024-06-01,Sunflower,5493.17,India
2024-05-01,Sunflower,4179.66,India
2024-04-01,Sunflower,4121.26,India
2024-03-01,Sunflower,4099.63,India
2024-02-01,Sunflower,4275.08,India
2024-01-01,Sunflower,4404.63,India
2023-12-01,Sunflower,4349.48,India
2023-11-01,Sunflower,4596.71,India
2023-10-01,Sunflower,4470.68,India
2023-09-01,Sunflower,4363.61,India
2023-08-01,Sunflower,4454.55,India
2023-07-01,Sunflower,4310.68,India
2023-06-01,Sunflower,4148.33,India
2023-05-01,Sunflower,4031.56,India
2023-04-01,Sunflower,4406.82,India
2023-03-01,Sunflower,4655.44,India
2023-02-01,Sunflower,5149.03,India
2023-01-01,Sunflower,5521.7,India
2022-12-01,Sunflower,5633.07,India
2022-11-01,Sunflower,5710.08,India
2022-10-01,Sunflower,5422.82,India
2022-09-01,Sunflower,5109.32,India
2022-08-01,Sunflower,5901.65,India
2022-07-01,Sunflower,5495.98,India
2022-06-01,Sunflower,5694.1,India
2022-05-01,Sunflower,6092.52,India
2022-04-01,Sunflower,6375.43,India
2022-03-01,Sunflower,6676.24,India
2022-02-01,Sunflower,5716.14,India
2022-01-01,Sunflower,5286.13,India
2021-12-01,Sunflower,5064.39,India
2021-11-01,Sunflower,5293.07,India
2021-10-01,Sunflower,5351.0,India
2021-09-01,Sunflower,5329.33,India
2021-08-01,Sunflower,6102.36,India
2021-07-01,Sunflower,5573.1,India
2021-06-01,Sunflower,5509.57,India
2021-05-01,Sunflower,5868.07,India
2021-04-01,Sunflower,6031.18,India
2021-03-01,Sunflower,6196.93,India
2021-02-01,Sunflower,5486.5,India
2021-01-01,Sunflower,5253.03,India
2020-12-01,Sunflower,4756.43,India
2020-11-01,Sunflower,4136.88,India
2020-10-01,Sunflower,3926.98,India
2020-09-01,Sunflower,4330.97,India
2020-08-01,Sunflower,3682.48,India
2020-07-01,Sunflower,3928.33,India
2020-06-01,Sunflower,3865.43,India
2020-05-01,Sunflower,3484.42,India
2020-04-01,Sunflower,3649.4,India
2020-03-01,Sunflower,3440.06,India
2020-02-01,Sunflower,3800.59,India
2020-01-01,Sunflower,3899.84,India
2019-12-01,Sunflower,3597.73,India
2019-11-01,Sunflower,3379.82,India
2019-10-01,Sunflower,3564.37,India
2019-09-01,Sunflower,3827.49,India
2019-08-01,Sunflower,3692.33,India
2019-07-01,Sunflower,3614.89,India
2019-06-01,Sunflower,3759.69,India
2019-05-01,Sunflower,3491.86,India
2019-04-01,Sunflower,3506.71,India
2019-03-01,Sunflower,3528.73,India
2019-02-01,Sunflower,3839.42,India
2019-01-01,Sunflower,3817.56,India
2018-12-01,Sunflower,3697.24,India
2018-11-01,Sunflower,3696.37,India
2018-10-01,Sunflower,3603.1,India
2018-09-01,Sunflower,3675.15,India
2018-08-01,Sunflower,3437.35,India
2018-07-01,Sunflower,3263.76,India
2018-06-01,Sunflower,3150.65,India
2018-05-01,Sunflower,3073.5,India
2018-04-01,Sunflower,3147.18,India
2018-03-01,Sunflower,3183.34,India
2018-02-01,Sunflower,3149.15,India
2018-01-01,Sunflower,2948.08,India
2017-12-01,Sunflower,2904.11,India
2017-11-01,Sunflower,2845.47,India
2017-10-01,Sunflower,2905.02,India
2017-09-01,Sunflower,3061.51,India
2017-08-01,Sunflower,3175.05,India
2017-07-01,Sunflower,2946.67,India
2017-06-01,Sunflower,2810.35,India
2017-05-01,Sunflower,3011.7,India
2017-04-01,Sunflower,2992.86,India
2017-03-01,Sunflower,3064.36,India
2017-02-01,Sunflower,3148.73,India
2017-01-01,Sunflower,3197.23,India
2016-12-01,Sunflower,3260.13,India
2016-11-01,Sunflower,3289.74,India
2016-10-01,Sunflower,3300.21,India
2016-09-01,Sunflower,3410.58,India
2016-08-01,Sunflower,3577.36,India
2016-07-01,Sunflower,3521.24,India
2016-06-01,Sunflower,3354.23,India
2016-05-01,Sunflower,3462.84,India
2016-04-01,Sunflower,3609.43,India
2016-03-01,Sunflower,3598.15,India
2016-02-01,Sunflower,3668.08,India
2016-01-01,Sunflower,3650.66,India
2015-12-01,Sunflower,3621.76,India
2015-11-01,Sunflower,3674.04,India
2015-10-01,Sunflower,3575.3,India
2015-09-01,Sunflower,3458.09,India
2015-08-01,Sunflower,3380.1,India
2015-07-01,Sunflower,3543.94,India
2015-06-01,Sunflower,3262.38,India
2015-05-01,Sunflower,3282.85,India
2015-04-01,Sunflower,3170.28,India
2015-03-01,Sunflower,3193.09,India
2015-02-01,Sunflower,3241.73,India
2015-01-01,Sunflower,3227.93,India
